,tweet,is_quoted,tweet_quoted,name_of_who_I_answered,id user_str,lang_user,creation_date_of_tweet,result_type,number_of_retweet,retweeted,source,user_name,user_screen_name,location,user_description,number_of_follower,number_of_friend,is_verified,creation_date_of_account,like
0,"Protezione dei vaccini(dati ufficiali):
- mRna (#Pfizer e #Moderna) 95%
- #AstraZeneca 70%
- #JohnsonAndJohnson 66%
Chi si è immunizzato potrebbe comunque contagiarsi, ma molto raramente avrà una malattia grave. Negli Stati Uniti i decessi dei vaccinati sono stati 1 su un milione https://t.co/OAjPD1kczb",False,Retweeted a retweet,,1387178785750016001,it,2021-04-27T22:56:09,recent,1,False,Twitter for Android,Roberto Sabatino,value4valuables,Napoli,Let's roll,86,64,False,2014-05-02T13:56:00,0
1,"#Brescia, anziano muore di #infarto 5 giorni dopo il #vaccino #Moderna: disposta l’#autopsia https://t.co/1qNliyzlv9 https://t.co/kPgpyrLpJW",False,None,,1387150099692892165,it,2021-04-27T21:02:10,recent,2,False,Twitter Web App,Viaggrego - Rassegne Stampa,viaggrego,Italy,Aggregatore Multi-Tematico di News e Feed Rss - #News #Politica #Destra #Notizie #Informatica #Tecnologia,333,135,False,2021-01-17T17:04:55,1
2,"#Brescia, anziano muore di #infarto 5 giorni dopo il #vaccino #Moderna: disposta l’#autopsia, salta il funerale https://t.co/1qNliyzlv9 https://t.co/2wpcuQ9VD0",False,Retweeted a retweet,,1387146869348909057,it,2021-04-27T20:49:20,recent,1,False,Twitter Web App,Viaggrego - Rassegne Stampa,viaggrego,Italy,Aggregatore Multi-Tematico di News e Feed Rss - #News #Politica #Destra #Notizie #Informatica #Tecnologia,333,135,False,2021-01-17T17:04:55,0
3,"Per gli odiatori di #Fontana e della #Lombardia mi duole informare che qui il #pianovaccini #VacciniCovid sta andando praticamente col turbo: in un mese gli over 60 hanno almeno la prima dose e chi ha fatto #Pfizer o #Moderna entro giugno è a posto.
#AvantiLombardia",False,Retweeted a retweet,,1387098298633293831,it,2021-04-27T17:36:20,recent,1,False,Twitter Web App,Paola✝️🇮🇹🇮🇱🇺🇸,Paola15617884,,Fieramente Leghista,219,832,False,2020-11-11T18:37:02,0
4,"Per gli odiatori di #Fontana e della #Lombardia mi duole informare che qui il #pianovaccini #VacciniCovid sta andando praticamente col turbo: in un mese gli over 60 hanno almeno la prima dose e chi ha fatto #Pfizer o #Moderna entro giugno è a posto.
#AvantiLombardia",False,None,,1387098049961398273,it,2021-04-27T17:35:20,recent,1,False,Twitter for Android,𝓢𝓲𝓵𝓿𝓲𝓪,SilviaKin92,"Lombardía, Italia","🗣  🇮🇹 🇬🇧 🇪🇸 🇫🇷

👩‍🎓Business Tourism 

Juventina ⬜⬛

Lega Giovani Bergamo 💚

Mio canale YouTube: https://t.co/a0snWVUO7n",1407,1216,False,2011-08-17T17:10:04,2
5,"Il medico entre stava facendo il #VaccinoAntiCovid #Moderna a mia mamma le disse che quello #AstraZeneca ha GLI STESSI EFFETTI COLLATERALI del suo e di #Pfizer...
Ancora più lampante il fatto che sia tutta geopolitica...",False,None,,1387094096012062728,it,2021-04-27T17:19:38,recent,0,False,Twitter for Android,𝓢𝓲𝓵𝓿𝓲𝓪,SilviaKin92,"Lombardía, Italia","🗣  🇮🇹 🇬🇧 🇪🇸 🇫🇷

👩‍🎓Business Tourism 

Juventina ⬜⬛

Lega Giovani Bergamo 💚

Mio canale YouTube: https://t.co/a0snWVUO7n",1407,1216,False,2011-08-17T17:10:04,6
6,"#Brescia, anziano muore di #infarto 5 giorni dopo il #vaccino #Moderna: disposta l’#autopsia, salta il funerale https://t.co/1qNliyzlv9 https://t.co/2wpcuQ9VD0",False,None,,1387075032006942720,it,2021-04-27T16:03:52,recent,1,False,Twitter Web App,Viaggrego - Rassegne Stampa,viaggrego,Italy,Aggregatore Multi-Tematico di News e Feed Rss - #News #Politica #Destra #Notizie #Informatica #Tecnologia,333,135,False,2021-01-17T17:04:55,0
7,"Oggi mia mamma ha fatto il #VaccinoAntiCovid #Moderna
Speriamo vada tutto bene nelle prossime settimane. Intanto il medico che gliel'ha somministrato è stato molto attento alle sue patologie e le ha dato consigli. 
Soddisfatta del servizio 😉
#AvantiLombardia",False,None,,1387074683183550472,it,2021-04-27T16:02:29,recent,0,False,Twitter for Android,𝓢𝓲𝓵𝓿𝓲𝓪,SilviaKin92,"Lombardía, Italia","🗣  🇮🇹 🇬🇧 🇪🇸 🇫🇷

👩‍🎓Business Tourism 

Juventina ⬜⬛

Lega Giovani Bergamo 💚

Mio canale YouTube: https://t.co/a0snWVUO7n",1407,1216,False,2011-08-17T17:10:04,4
8,"""Vaccino"" #Moderna, come #Pfizer, sono terapie geniche 

#Brescia, anziano muore dopo vaccino Moderna: disposta autopsia

https://t.co/YdX4lCmUsE

#Italia #Alfianello 
 #vaccini #mRNA #ogm #MariaRitaGismondo #Gismondo #Covid19 #Covid21 #coronavirus",False,None,,1387057712152862720,it,2021-04-27T14:55:03,recent,0,False,Twitter for Android,Giuseppe Fert,FertGiuseppe,,FERT - Fortitudo Eius Rhodum Tenuit - Avanti Savoia! Monarchico e Liberale. W l'Italia   https://t.co/4YraIYMU1S,261,598,False,2018-10-18T09:58:45,0
9,"#Brescia, muore 5 giorni dopo il vaccino #Moderna. Bloccati i funerali: il medico chiede l'autopsia.

Dopo #Astrazeneca, ora tocca a #Moderna.
#COVID19 #COVID",False,None,,1387046739937398786,it,2021-04-27T14:11:27,recent,0,False,Twitter Web App,⬛⬜ LaJuveSiamoNoi.net ⬛⬜,LjsnWeb,"Padova, Italia",La Juve Siamo Noi,247,101,False,2015-09-03T11:11:57,0
10,"Qui il dato delle dosi somministrate per tipologia di vaccino, ancora domina #Pfizer su #AstraZeneca, poche le somministrazioni #Moderna, trascurabili ancora #JohnsonandJohnson https://t.co/uDLL1vXGPy",False,None,92Fisico,1387036810992394241,it,2021-04-27T13:32:00,recent,0,False,Twitter Web App,Francesco Luchetta,92Fisico,Roma,mail: francescoluchetta@gmail.com,611,405,False,2020-02-01T12:15:38,5
11,"SDA corriere espresso del Gruppo #PosteItaliane: completata nuova tornata di distribuzione di vaccini, consegnate in 2 giorni 207.100 dosi #Moderna e #Astrazeneca. Dall'avvio della campagna vaccinale a destinazione oltre 4mln di dosi di vaccino in tutte le regioni. #TGPoste",False,None,,1387036417625190405,it,2021-04-27T13:30:26,recent,0,False,Twitter for Advertisers,Poste Italiane,PosteNews,,"Profilo ufficiale di Poste Italiane. Notizie, aggiornamenti e comunicati su azienda, prodotti, servizi, eventi, iniziative. Canale non dedicato all'assistenza.",80421,848,True,2011-10-10T10:44:39,6
12,"Vaccini utilizzati per le varie fasce d'età:

Over80 -&gt; quasi solo #Pfizer 
70-79 -&gt; Prevalenza #AstraZeneca su Pfizer
under70-&gt; Prevalenza Pfizer su AZ

Un minimo presente in tutte le fasce #Moderna, ancora trascurabile #JohnsonandJohnson https://t.co/1hxM2rO8n4",False,Retweeted a retweet,,1387033901131051008,it,2021-04-27T13:20:26,recent,2,False,Twitter for iPhone,Ari,ariana032002,,,0,0,False,2020-10-24T19:01:15,0
13,"EFFETTI COLLATERALI

#vaccini #varianteindiana #AstraZeneca #Pfizer #Moderna https://t.co/LrNENZudKW",False,None,,1387028850383675396,it,2021-04-27T13:00:22,recent,0,False,Twitter Web App,Sergio Versini,sergio_versini,,Rompendo le regole... finché la retina chiederà soccorso alla ragione.,3168,5001,False,2016-02-20T12:15:50,1
14,#Moderna primo shot. Daje! Evviva la scienza. #Covid_19 #vaccinazioni https://t.co/MGQIYy3RiU,False,None,,1387026359923445762,it,2021-04-27T12:50:28,recent,0,False,Twitter for iPhone,alberto biraghi,abiraghi,"Milano, Lombardia","""E mi sont Carlo Porta, milanes, e bott lì, senza nanch on strash d'on Don"".",866,267,False,2009-04-23T22:08:42,0
15,"Vaccini utilizzati per le varie fasce d'età:

Over80 -&gt; quasi solo #Pfizer 
70-79 -&gt; Prevalenza #AstraZeneca su Pfizer
under70-&gt; Prevalenza Pfizer su AZ

Un minimo presente in tutte le fasce #Moderna, ancora trascurabile #JohnsonandJohnson https://t.co/1hxM2rO8n4",False,None,,1387021208231845888,it,2021-04-27T12:30:00,recent,2,False,Twitter Web App,Francesco Luchetta,92Fisico,Roma,mail: francescoluchetta@gmail.com,611,405,False,2020-02-01T12:15:38,10
16,"Un uomo di 80 anni è morto ad Alfianello, in provincia di Brescia, cinque giorni dopo essere stato vaccinato con #Moderna. Ora l'autopsia https://t.co/Z2yoyHsAJN",False,None,,1387020574942240771,it,2021-04-27T12:27:29,recent,0,False,Twitter Web App,ARENA SALVATORE,N36volpe1973,( SICILIANO),( YOUTUBER ),2138,863,False,2011-04-29T18:34:36,0
17,"Il vaccino #Moderna funzionicchia, quello #AstraZeneca funzionega... https://t.co/VLPG7KjOAT",True,"Brescia, muore 5 giorni dopo il vaccino Moderna. Bloccati i funerali: il medico chiede l'autopsia.
https://t.co/6unPyOaJDm",,1387007995389911041,it,2021-04-27T11:37:30,recent,0,False,Twitter for iPhone,Filippo Lazzeroni,flazzeroni29,,,1222,511,False,2012-01-13T14:02:25,1
18,"Se volete fare il #passaportovaccinale x fare ripartire l #economia ed il #Turismo a ad un giovane andare a fare #AstraZeneca il mese di maggio/giugno con seconda dose a quasi 3 mesi,il pass gli arriverà ad agosto/settembre e ne farà carta x il camino! #vaccini #Pfizer #Moderna",False,None,,1387003979842850816,it,2021-04-27T11:21:32,recent,0,False,Twitter for Android,Antonio,Antonio53559245,,equal right and justice,69,364,False,2021-03-25T07:31:04,0
19,"Usa verso la fine della campagna vaccinale. Ma molti americani rifiutano la seconda dose#Medicalfacts #VacciniCovid #Pfizer #Moderna https://t.co/Ss3jHbxzL3

— Medical Facts (@MedicalFactsIT) April 27, 2021",False,None,,1387001585390215173,it,2021-04-27T11:12:01,recent,0,False,Buffer,nicolaprochilo,nicolaprochilo,"Merate, LC ","Rispetto senza pregiudizi.Aderisco ma non appartengo, libero e liberante, travolto e travolgente.",875,753,False,2007-11-23T09:23:20,1
20,"Round 2, vaccino #Moderna fatto, domande?",False,None,,1386987169126944770,it,2021-04-27T10:14:44,recent,0,False,Twitter for Android,Intelligenza Artificiale 🤖,TweakFix,,"Nato programmato per essere schiavo, evoluto per essere libero",243,536,False,2010-03-10T16:36:48,0
21,"🔴  ""Non sono previste modifiche al piano, impegni rispettati"". #Fontana spiega la decisione di destinare #Pfizer e #Moderna alle prime dosi e rassicura chi deve fare il richiamo con #AstraZeneca https://t.co/Aqip8kqM0X",False,None,,1386956026616950784,it,2021-04-27T08:10:59,recent,0,False,Echobox,ilGiornale,ilgiornale,"Milan, Italy",https://t.co/LAiHShGwxJ si rinnova,537196,52,False,2009-03-20T14:11:06,2
22,"Avete già fatto uno dei #vaccini disponibili?
Se sì, indicate nelle risposte quale e se avete sperimentato qualche effetto collaterale.
#VaccinoAntiCovid #COVID19 #pfizer #Moderna #AstraZeneca #JohnsonandJohnson #vaxzevria #news #pandemia #Italia",False,None,,1386954949892919297,it,2021-04-27T08:06:43,recent,0,False,Twitter Web App,DaniDan,DanieleDann1,"Lazio, Italia","Condivido notizie in tempo reale.
Non tollero saccenza e maleducazione, mentre un po' di ironia è sempre benvenuta.",506,333,False,2016-06-28T18:04:19,2
23,Mica #Pfizer  o #Moderna !!!! : Gli Stati Uniti doneranno 60 milioni di dosi #AstraZeneca  https://t.co/Q0N8GhVfq2,False,None,,1386946285614288897,it,2021-04-27T07:32:17,recent,0,False,Twitter Web App,Antonio Graziani,AntonioGraziani,"Rome, Italy","Laureato in Economia e Commercio, e Giurisprudenza; studioso di MacroEconomia; appassionato di politica; trekking; natura, scienza, arte e storia, viaggi",195,58,False,2011-03-06T12:50:39,0
24,"La #scala #agiorno #Laser è un modello di #scala dalla linea #moderna e caratterizzata dall’utilizzo di una #struttura portante in #acciaio che permette di limitare gli interventi di #muratura.
Vediamola insieme
https://t.co/xmb8JWwPwg https://t.co/2URHW4leyB",False,None,,1386938279841439744,it,2021-04-27T07:00:28,recent,0,False,PostPickr,Area Scale,AreaScale,,"AREASCALE S.R.L. costruisce e progetta scale su misura da oltre 20 anni per soddisfare chi desidera una scala personalizzata, coniugando estetica e tecnica.",49,659,False,2020-06-26T08:59:46,0
25,"Usa verso la fine della campagna vaccinale. Ma molti americani rifiutano la seconda dose
#Medicalfacts #VacciniCovid #Pfizer #Moderna 

https://t.co/zAYAOHfV96",False,Retweeted a retweet,,1386933900539215873,it,2021-04-27T06:43:04,recent,3,False,Twitter for Android,maria,fordeborah5,"Reggio nell'Emilia, Emilia Rom",,416,217,False,2018-05-06T10:51:07,0
26,La #variante #indiana #sudafricana e #brasiliana sono quelle in cui #vaccini hanno più problemi a difenderci lo prendi in maniera lieve ma diventi veicolo forse solo #moderna che a febbraio ha rinnovato il #vaccino è ingrado di schermare gli altri stanno facendo un nuovo richiamo https://t.co/yfPjvzFwOw,True,"La variante indiana è arrivata in Veneto
https://t.co/hEizItGmWq",,1386928242662297605,it,2021-04-27T06:20:35,recent,0,False,Twitter for Android,Carmelo Magistro,c_magistro,Palermo.,"notizie, politica, viaggi nel mondo ( #politics #news #traveling the #world )

Istagram: @carmelomagistro03
ClubHouse:@carmelomagistro",18298,15265,False,2012-05-01T16:36:59,1
27,"Usa verso la fine della campagna vaccinale. Ma molti americani rifiutano la seconda dose
#Medicalfacts #VacciniCovid #Pfizer #Moderna 

https://t.co/zAYAOHfV96",False,Retweeted a retweet,,1386925146250809344,it,2021-04-27T06:08:17,recent,3,False,Twitter for iPad,Davide Scotti #facciamorete #IoVotoNo,57Davide,"Augusta, Sicilia",Gesù! dammi la forza di portare la croce come te stesso,2650,2873,False,2012-08-11T04:51:36,0
28,"Usa verso la fine della campagna vaccinale. Ma molti americani rifiutano la seconda dose
#Medicalfacts #VacciniCovid #Pfizer #Moderna 

https://t.co/zAYAOHfV96",False,None,,1386920351918170112,it,2021-04-27T05:49:14,recent,3,False,Twitter for Mac,Medical Facts,MedicalFactsIT,,In medicina contano i fatti e non le opinioni.,38960,15,True,2018-11-25T22:31:17,11
29,"@Lukyluke311 ... segnalazione di una madre di aver ricevuto una telefonata USL con l'offerta di prenotarsi e vaccinare il figlio autistico... solo successivamente scopre che si tratta della sperimentazione #moderna
#nonsoloIndia
fonte #byoblu",False,None,silvanhoe,1386787705422495745,it,2021-04-26T21:02:08,recent,0,False,Twitter Web App,silvan hoe 🇮🇹 #NOautonomiadifferenziata,silvanhoe,Napoli,"Veritas 
Alfie Vincent Bibbiano
#NOsperimentazionesullePersone
#NOautonomiadifferenziata
#NOmodificazioneetnica
     Viva l'Italia !",3885,1697,False,2010-01-14T00:06:57,1
30,"#Covid e vaccini, tutti gli effetti collaterali descritti dall'#Aifa per #Pfizer, #Moderna, #AstraZeneca e #JohnsonEJohnson - Gazzetta del Sud https://t.co/v68CcCyHsS",False,None,,1386769093768925190,it,2021-04-26T19:48:11,recent,0,False,Twitter Web App,Nino PITRONE,nino_pitrone,"Roma, Lazio","Cav. Uff. Repubblica Italiana,
Attivista M5S dal 2009, Dottore in Giurisprudenza e Scienze politiche,
Già responsabile Sviluppo Economico e Commerciale UE",1117,587,False,2016-02-09T15:09:47,1
31,"Sto volando a New York tra un mese. 

ho fissato un appuntamento con una farmacia lì. troppo facile rispetto all'italia

#covidcittadinanza #vaccino #moderna",False,None,,1386724527896514561,it,2021-04-26T16:51:06,recent,0,False,Twitter Web App,'potrebbe essere io' Nico,NicolasVanSaber,"Val d'Aosta, ITA","interested in Privacy, FinTech, and https://t.co/SdNtUp8jrV  
🇩🇪 🇮🇹 🇺🇸 
Monero, Bitcoin, $socks, and ETH",48,594,False,2020-12-06T23:58:04,1
32,Facciamo concorrenza all’Alaska. Compriamo #vaccini #Pfizer e #Moderna a 30€/dose e promuoviamo turismo vaccinale vendendo il vaccino a 60€/dose da aggiungere al costo del viaggio. Il #profitto va tutto al #SistemaSanitarioNazionale https://t.co/roLEcRZaQw,True,"Dal 1 giugno gli italiani con i soldi per andare in Alaska potranno vaccinarsi. Non potremo criticarli perché non toglieranno niente a nessuno, anzi aumenteranno a loro spese la copertura vaccinale del paese e quindi la sicurezza di tutti gli altri concittadini. Che facciamo? https://t.co/8ZZpI5NUGk",,1386711794069250053,it,2021-04-26T16:00:30,recent,0,False,Twitter for iPhone,Alberto Dalla Pietà 🇪🇺,adp_tw,,Ardore e Metodo - Juve - 22 settembre 2013 - È tutta una questione di soldi. il resto è conversazione,110,722,False,2013-05-08T23:29:40,3
33,L'INDIA era fuori dal #Covid_19 fino a metà marzo. Poi hanno cominciato a VACCINARE a tutta forza. Da alcune settimane milioni di contagi. Non dico altro. Lo capite da soli. #VaccinePassports #Pfizer #Moderna,False,Retweeted a retweet,,1386707948110553094,it,2021-04-26T15:45:13,recent,4,False,Twitter for Android,Ariela 🇮🇹,Ariel2575,,"(Ero una che notava bene....cosi notai tutto,notai esageratamente) cit. No DM",3383,3352,False,2010-08-04T12:59:04,0
34,"E anche questi ANTICORPI saranno dispensati col contagocce, altrimenti la pandemia finisce in pochi giorni. Ai governi di mezzo mondo interessa solo inculare il VACCINO #Pfizer #Moderna https://t.co/vqObITYwzs",True,Retweeted a retweet,,1386703845938585602,it,2021-04-26T15:28:55,recent,1,False,Twitter for Android,sabribri,sabribri1977,,Segno zodiacale: orso ascendente pianta grassa.,140,86,False,2015-04-16T11:18:41,0
35,L'INDIA era fuori dal #Covid_19 fino a metà marzo. Poi hanno cominciato a VACCINARE a tutta forza. Da alcune settimane milioni di contagi. Non dico altro. Lo capite da soli. #VaccinePassports #Pfizer #Moderna,False,Retweeted a retweet,,1386697753108131848,it,2021-04-26T15:04:42,recent,4,False,Twitter Web App,serena,serenamia5,Milano ,"Essere “zingari” nell’anima significa non farsi trovare dove stabiliscono gli altri. Sett. discografia Amo leggere, la musica, il MILAN e gli animali tutti",368,479,False,2014-06-27T15:18:03,0
36,"E anche questi ANTICORPI saranno dispensati col contagocce, altrimenti la pandemia finisce in pochi giorni. Ai governi di mezzo mondo interessa solo inculare il VACCINO #Pfizer #Moderna https://t.co/vqObITYwzs",True,"Anticorpo monoclonale ""bispecifico"" che blocca le varianti e previene la malattia da Covid-19: è quanto pubblicato da ricercatori europei che hanno trovato la chiave per bloccare il virus https://t.co/UXzRgJOvYO",,1386697098490433537,it,2021-04-26T15:02:06,recent,1,False,Twitter Web App,Ministero della Salute o Ministero della MORTE ??,poveritalia,Ombelico del mondo,"Se un Capo del Governo stima un ministro come Speranza, allora non vedo il motivo per il quale io debba stimare uno come Draghi!",2395,4880,False,2012-05-25T13:36:06,1
37,L'INDIA era fuori dal #Covid_19 fino a metà marzo. Poi hanno cominciato a VACCINARE a tutta forza. Da alcune settimane milioni di contagi. Non dico altro. Lo capite da soli. #VaccinePassports #Pfizer #Moderna,False,Retweeted a retweet,,1386696758013607938,it,2021-04-26T15:00:45,recent,4,False,Twitter for Android,daniele 1992,daniele19921,italia,i am waiting for a girlfriend;) #jesuiscatholicque,2683,3165,False,2013-04-02T13:52:41,0
38,L'INDIA era fuori dal #Covid_19 fino a metà marzo. Poi hanno cominciato a VACCINARE a tutta forza. Da alcune settimane milioni di contagi. Non dico altro. Lo capite da soli. #VaccinePassports #Pfizer #Moderna,False,Retweeted a retweet,,1386696698324529163,it,2021-04-26T15:00:31,recent,4,False,Twitter for Android,Luciano,Luciano06815942,"Veneto, Italia","🇮🇹 Sono un Figlio del Dopoguerra. Amo la Donna😘 in quanto tale. massima Libertà di Opinione e poi, Ognun per Se e quello in Alto per Tutti🤔",1098,1227,False,2018-05-13T13:29:42,0
39,L'INDIA era fuori dal #Covid_19 fino a metà marzo. Poi hanno cominciato a VACCINARE a tutta forza. Da alcune settimane milioni di contagi. Non dico altro. Lo capite da soli. #VaccinePassports #Pfizer #Moderna,False,None,,1386696327384420354,it,2021-04-26T14:59:02,recent,4,False,Twitter Web App,Ministero della Salute o Ministero della MORTE ??,poveritalia,Ombelico del mondo,"Se un Capo del Governo stima un ministro come Speranza, allora non vedo il motivo per il quale io debba stimare uno come Draghi!",2395,4880,False,2012-05-25T13:36:06,5
40,"In consegna in Sicilia 30 mila dosi di vaccini anti-Covid di cui 19.200 Moderna, e 10.800...   #AstraZeneca #covid #dosi #Johnson&amp;ampJohnson #Moderna #Pfizer #Sicilia #vaccino #SiciliaTv #SiciliaTvNotiziario

https://t.co/8EBl1IeIUG https://t.co/qzJ8WFO0Ke",False,None,,1386693291153018888,it,2021-04-26T14:46:58,recent,0,False,Blog2Social APP,Sicilia TV,SiciliaTV,Favara,http://t.co/DFKiHJm6SL - Visibili online i TG in versione video e testo Emittente Televisiva di Favara (Ag),783,64,False,2012-02-26T20:18:24,0
41,"#AstraZeneca e #Moderna in Italia, inizierà nella giornata di oggi la distribuzione alle Regioni/Province autonome di oltre 360 mila dosi di vaccini, precisamente circa 230 mila di Moderna e circa 130 mila di Vaxzevria (AstraZeneca).",False,Retweeted a retweet,,1386661464560312323,it,2021-04-26T12:40:30,recent,3,False,Twitter Web App,L. N. A.,LuigiF97101292,,"Combattere il Partito Unico Europeista.
CONTANTE LIBERO.
Stop buonismo e gender.
NO IUS SOLI.
Membro della Lega Nazionale Anti-Ue.",295,485,False,2019-07-30T15:29:21,0
42,"https://t.co/I3oNxkaebI
Leggete qui
#AstraZeneca #moderna",False,None,,1386650963310678017,it,2021-04-26T11:58:47,recent,0,False,Twitter Web App,Globalist.it,globalistIT,Roma,"#Globalist il Quarto Stato dell'informazione, la prima syndication di siti e di giornalisti indipendenti",15076,1420,False,2011-06-18T16:59:53,1
43,"Negli #USA 5 milioni di vaccinati (8 % del totale), dopo aver ricevuto la prima dose di #Pfizer o #Moderna, hanno saltato la seconda
Ci sono le dosi, ci sono i vaccinatori, ma manca il buon senso

Millions Are Skipping Their Second Doses of Covid Vaccines https://t.co/fR4ECOku4z",False,None,,1386648485324275712,it,2021-04-26T11:48:56,recent,0,False,Twitter for Android,Paolo Orioli,OrioliPaolo,"Forlì, Emilia Romagna","Nato a Forlì e pendolare in Romagna - 
Antifascista e antisovranista - 
Seguo chi mi segue - Viva le persone serie ma al bando chi si prende troppo sul serio",4195,3747,False,2019-12-08T08:49:48,1
44,"#AstraZeneca e #Moderna in Italia, inizierà nella giornata di oggi la distribuzione alle Regioni/Province autonome di oltre 360 mila dosi di vaccini, precisamente circa 230 mila di Moderna e circa 130 mila di Vaxzevria (AstraZeneca).",False,Retweeted a retweet,,1386640979084599302,it,2021-04-26T11:19:06,recent,3,False,Twitter Web App,Lisa_Salustri,Lisa_Salustri,,"Vocal Coach/Rock Blues singer/Fibromyalgic - 
Navigating through life with this body is like trying to sail with a wreck.",560,772,False,2013-08-10T20:44:48,0
45,"#AstraZeneca e #Moderna in Italia, inizierà nella giornata di oggi la distribuzione alle Regioni/Province autonome di oltre 360 mila dosi di vaccini, precisamente circa 230 mila di Moderna e circa 130 mila di Vaxzevria (AstraZeneca).",False,Retweeted a retweet,,1386640950823424001,it,2021-04-26T11:18:59,recent,3,False,Twitter Web App,Anna,AnnaxLGxTS,ITALY,"I Love The Twilight Saga,Lady Gaga,RobSten,Archaeology! Dopo tanto tempo ho deciso di cambiare la mia bio con questa frase: Si va avanti. Sempre e comunque...",12711,13896,False,2010-11-15T18:39:49,0
46,"#AstraZeneca e #Moderna in Italia, inizierà nella giornata di oggi la distribuzione alle Regioni/Province autonome di oltre 360 mila dosi di vaccini, precisamente circa 230 mila di Moderna e circa 130 mila di Vaxzevria (AstraZeneca).",False,None,,1386636282604949507,it,2021-04-26T11:00:26,recent,3,False,Twitter Web App,Ultime Notizie,ultimenotizie,redazione @ultimenotizie.eu,"#UltimeNotizie è un quotidiano d'informazione #H24 con #cronaca e #politica in tempo reale, #nonstopnews. #Rassegnastampa #notizie dell'#ultimora.",111190,250,False,2008-09-26T22:53:05,16
47,"#Vaccini, in arrivo in Italia 360mila dosi di #Moderna e #AstraZeneca #Covid19
https://t.co/rVruXQycEL",False,None,,1386624780116406276,it,2021-04-26T10:14:44,recent,0,False,Twitter Web App,L'Unione Sarda,UnioneSarda,"Sardegna, Italia","L'Unione Sarda è il più antico e diffuso quotidiano della Sardegna, fondato nel 1889.",25742,490,True,2009-12-18T11:11:46,2
48,"#AstraZeneca e #Moderna in #Italia, inizierà oggi la distribuzione alle Regioni/Province autonome di oltre 360 mila dosi di vaccini.
https://t.co/km9FK4hUSW",False,None,,1386615691969769472,it,2021-04-26T09:38:37,recent,0,False,Twitter Web App,CosenzaChannel,CosenzaChannel,,Il primo Quotidiano on-line della città di Cosenza.,2772,1534,False,2012-12-04T11:13:08,0
49,"I #vaccini contro il #coronavirus non hanno portato benefici alle grandi aziende #farmaceutiche 
#BigPharma #sanità #vaccino #Moderna #BioNTech 
https://t.co/6KW9mYUSoA",False,None,,1386613334192033796,it,2021-04-26T09:29:15,recent,0,False,Twitter Web App,Financialounge,FinanciaLounge,Italy,Human Financial Information,7109,110,False,2010-10-27T10:53:29,0
50,Il #vaccino di #Moderna contro il #COVID19 è oggetto di revisione da parte di esperti tecnici per un possibile inserimento del composto nella lista dei vaccini adatti all'uso di emergenza dell'Organizzazione mondiale della sanità (#OMS).,False,None,,1386605028694188035,it,2021-04-26T08:56:15,recent,0,False,Twitter for Android,GIOLANALISYS,giolanalisys,Singapore,TRADER PROFESSIONISTA,124,251,False,2018-09-16T08:29:26,0
51,"In questa particolare circostanza c'è la possibilità di fare rientrare brevetto vaccini in regime #FRAND e quindi di non avere speculazioni sui ""prezzi""
#vaccini
#Pfizer #AstraZeneca #JohnsonandJohnson #Moderna 
#libertàdiscelta 
https://t.co/VACOdypDIC https://t.co/V9t4ORQI5L",True,"Alla base di tutto c'è il rifiuto dei paesi imperialisti, al servizio delle loro multinazionali del farmaco, di sospendere i brevetti e ""liberare"" la produzione. Preferiscono far morire milioni di persone piuttosto che intaccare i margini di profitto ⤵️

https://t.co/kzzig4OB40",,1386593861074575361,it,2021-04-26T08:11:52,recent,0,False,Twitter for Android,anna annetta,Asiaest,near Sansepolcro,"Non sono leghista,ma voto lega.
Perché?
Se lo chiedete è perché non conoscete Bagnai e Borghi!",219,339,False,2010-10-14T12:34:40,0
52,"#Vaccinazioni: 1.401.867 persone vaccinate, il 90,9% di 1.542.200 dosi complessive. @regionepiemonte 

#vaccinazione #COVID19 #coronavirus #piemonte #26aprile #Pfizer #AstraZeneca #Moderna 

➡️ https://t.co/VVDMAqN9A1 https://t.co/ktNRnjcnZ8",False,None,,1386588766660354049,it,2021-04-26T07:51:38,recent,0,False,Twitter Web App,dialessandria.it,dialessandria,"Alessandria, Piemonte, Italy","News, eventi e annunci di #Alessandria e provincia 24/7. Casa online del quindicinale commerciale #Zapping 
Agenzia di comunicazione #UnionPubbli3",2042,367,False,2010-11-03T11:31:01,0
53,I vaccini Pfizer e Moderna ai sessantenni al posto di Astrazeneca - #vaccini #Pfizer #Moderna #sessantenni https://t.co/0Rk9j5SeA1 https://t.co/yBQGMME3sS,False,None,,1386587871759376385,it,2021-04-26T07:48:04,recent,0,False,dlvr.it,Zazoom Social News,zazoomblog,Italia,Zazoom Social News ... Tutte le notizie dalle migliori fonti del web! Segnala il tuo Blog. Zazoom Social News è un un'idea che aiuta a dar voce al tuo sito!,5609,1549,False,2010-12-29T08:42:05,0
54,"Ultimissima: #Pfizer #Moderna #JohnsonandJohnson #AstraZeneca sono riusciti dopo 2000 anni, a trovare il vaccino per la carie.

Ah no, è una bufala.

I dentisti e loro stesse, ringraziano.",False,None,,1386585346327056386,it,2021-04-26T07:38:02,recent,0,False,Twitter for Android,Mario Verde,sferriam,Roma,UN IDEALE PER CUI SONO PRONTO A MORIRE                                                                                                          (NELSON MANDELA),1594,4970,False,2013-05-15T10:45:36,0
